1.229135254886678293e-03 -3.942600000000000098e-03 -2.096701473734250212e-02 -1.119000000000000029e-02 1.024000000000000084e-02 5.430200000000000304e-02 7.185800000000000000e-03 -2.015339583114860757e-03 1.340299999999999998e-02 1.719800000000000061e-03 3.275677478272373370e-03 -2.811239396969823431e-02 -3.852500000000000022e-03 4.871701149971059859e-03 -7.196731450623792235e-03 2.605500000000000177e-03 1.764299999999999896e-02 8.788513479263210249e-03 -1.372346740980825985e-02 1.464221284458280814e-02 1.200000000000000000e+01
3.534138217083707383e-03 4.101200000000000158e-03 1.672200426714633495e-02 2.466700000000000143e-02 1.442700000000000059e-02 1.914300000000000029e-02 7.333300000000000061e-03 -1.448941485809628060e-02 4.978299999999999739e-03 8.785700000000000454e-03 -4.135124410919816191e-04 1.204690656117111264e-02 1.157000000000000042e-02 1.205165508917605162e-02 1.543673106906725580e-02 1.083399999999999988e-02 1.541900000000000041e-02 -1.402781491304985490e-03 -1.231512911382817189e-02 1.060873531328577514e-02 1.200000000000000000e+01
-2.165600772951312928e-03 -7.116100000000000203e-03 5.891161101523626972e-03 8.019099999999999492e-03 1.483899999999999976e-02 4.085500000000000242e-02 7.640100000000000363e-03 -7.446330100457418562e-03 1.364100000000000035e-02 8.322700000000000584e-03 -1.401164138956470864e-02 6.871871296770320874e-03 5.901500000000000062e-04 5.414130555130682379e-03 3.840947227060972392e-03 9.396500000000000338e-03 1.247499999999999998e-02 5.538041180452760864e-03 1.017189182754307981e-02 3.407260741253425457e-03 1.200000000000000000e+01
-3.625180446050219204e-04 -6.887199999999999572e-03 -1.063644736008102429e-03 -2.216500000000000067e-02 7.548299999999999975e-03 6.349499999999999589e-02 5.486300000000000378e-03 3.299297111076877377e-03 1.376899999999999999e-02 5.288600000000000153e-05 -1.452427547482573224e-02 1.592441462143288911e-03 -9.152900000000000272e-03 -2.468969086597575316e-02 -1.419437459878832714e-02 -5.337899999999999590e-03 1.872199999999999906e-02 -1.368450054873723669e-02 -1.458906132320778211e-02 -1.178093733899882988e-03 1.200000000000000000e+01
5.640460616472511846e-03 3.249800000000000171e-03 -1.203284088516956563e-02 2.041199999999999959e-02 1.307700000000000008e-02 2.655100000000000168e-02 1.445800000000000037e-02 -1.899414533690032755e-02 2.432300000000000087e-03 4.978999999999999919e-03 -3.019261551006097513e-02 2.676112697405856177e-03 1.106099999999999965e-02 6.865173228422770738e-03 1.272316784934684510e-02 7.048699999999999757e-03 1.966700000000000045e-02 -7.446218487548197235e-03 2.632263330242000723e-02 -4.252330831651369644e-03 1.200000000000000000e+01
4.781571713843056799e-03 2.107100000000000205e-03 -7.689868975605538073e-03 1.131799999999999994e-02 -1.001200000000000050e-03 4.642299999999999899e-02 2.234799999999999981e-02 -2.151307588940482018e-02 1.069999999999999944e-02 5.025499999999999585e-03 7.643936180621979659e-03 5.105100119927782551e-03 6.231099999999999833e-03 2.624623243356417890e-02 6.286156734201187035e-03 4.153800000000000027e-03 1.228600000000000005e-02 -6.124158012828530111e-03 1.524575431488809328e-03 -1.795088929446732665e-02 1.200000000000000000e+01
9.854433909836328789e-03 1.154999999999999950e-02 -1.351644516852740230e-02 6.733099999999999676e-03 9.294200000000000725e-03 4.784200000000000258e-02 4.458600000000000063e-03 -8.672222975417847451e-03 1.302599999999999938e-02 2.209899999999999885e-03 -1.099345208227487346e-02 1.294777420008336004e-02 1.021400000000000086e-02 -1.209558683667794239e-02 6.047460428968437322e-03 2.058400000000000160e-03 1.635800000000000101e-02 -1.147193910722186898e-02 -2.928907239164068102e-02 -8.991413404536187717e-03 1.200000000000000000e+01
1.572612578423208951e-02 1.030600000000000006e-03 1.638219971398119021e-02 1.707200000000000037e-02 3.915300000000000030e-03 1.779899999999999885e-02 1.221900000000000069e-02 -1.960435528298167668e-02 1.343699999999999929e-02 1.498599999999999932e-02 -1.457082978430675191e-02 9.245485065213356968e-04 1.824399999999999980e-02 1.574498446062563145e-02 1.314545819199113702e-02 1.850800000000000101e-03 1.637100000000000014e-02 -3.086565925108476771e-02 -1.746401884952576700e-02 -6.671313671664408883e-03 1.200000000000000000e+01
1.379423247807100121e-02 2.565000000000000006e-04 -2.159580138096086135e-02 1.196499999999999994e-02 7.040000000000000251e-03 3.434399999999999953e-02 9.649200000000000138e-03 -1.544344215057207384e-02 1.268999999999999989e-02 1.484599999999999982e-03 -6.327735555241330474e-03 1.615923191957703217e-02 1.495900000000000007e-02 -1.171856979499380849e-02 9.759463849997759149e-03 1.195599999999999961e-02 1.352799999999999923e-03 -1.535715655572491472e-03 -6.683534139255991810e-03 1.014112246618916087e-02 1.200000000000000000e+01
2.055437014812896285e-02 3.726900000000000004e-03 3.331128842536096920e-03 1.632600000000000023e-02 5.020300000000000110e-03 1.500499999999999924e-02 8.063400000000000081e-03 -1.792693225902656021e-02 9.383400000000000074e-03 -9.811399999999999202e-04 2.228594818578312486e-02 -2.080876039267919031e-02 2.227499999999999966e-02 -6.223364686358191095e-03 1.412042412992319147e-02 5.892099999999999942e-03 1.826300000000000145e-02 1.126517022583849170e-02 8.282464669049933309e-03 -5.935820591206278016e-03 1.200000000000000000e+01
2.173363120855442698e-02 6.005299999999999874e-03 -1.181694642143538837e-02 1.408200000000000077e-02 7.649500000000000050e-03 2.373199999999999962e-02 1.505899999999999947e-02 -2.268329462584661033e-02 1.196000000000000014e-02 1.051599999999999931e-02 1.031120917427359208e-02 -2.569271057341160694e-02 2.177899999999999975e-02 1.011142206741250278e-02 1.244596005335552383e-02 4.415600000000000427e-03 1.236600000000000026e-02 -2.203395782013908497e-02 2.538850043362363834e-02 -1.034495685546098394e-02 1.200000000000000000e+01
-1.049655736145123407e-03 -3.188299999999999815e-03 4.871149876649045855e-03 -1.903699999999999837e-02 1.212300000000000010e-02 6.076299999999999757e-02 8.745100000000000443e-03 1.398999834377434820e-04 1.315900000000000056e-02 -4.656699999999999728e-03 -7.706314129467738312e-03 2.182379165067022467e-02 -8.818199999999999997e-03 -1.833582655685436389e-04 -1.268243479149301980e-02 -5.183899999999999966e-03 2.123900000000000093e-02 3.790518881105640198e-02 1.370152608109833497e-02 1.936284027981718253e-02 1.200000000000000000e+01
1.263667595276414708e-02 2.873000000000000120e-03 7.078219518895859617e-03 1.230000000000000017e-02 1.266699999999999944e-02 3.125700000000000006e-02 9.715700000000000724e-03 -1.521904953289643196e-02 7.811000000000000235e-03 1.786499999999999894e-02 4.569135081451227050e-03 1.722880356198488875e-03 1.413299999999999973e-02 -1.243977202136186365e-02 9.696413211109599500e-03 1.254099999999999963e-03 1.069600000000000065e-02 1.239566048699597758e-02 1.266310699551314797e-02 2.580794176110606450e-02 1.200000000000000000e+01
3.667201131381861261e-03 8.333400000000000139e-04 1.883088428246225410e-02 8.471499999999999864e-03 8.586999999999999147e-03 3.962799999999999656e-02 8.199599999999999597e-03 -9.921369540685691726e-03 6.956699999999999690e-03 1.060200000000000075e-03 -9.151029463111327476e-04 4.572861154010781672e-03 5.482800000000000347e-03 1.473752001818439544e-02 5.407444900271561258e-03 1.072399999999999916e-02 1.720299999999999954e-02 -7.337864831131268341e-03 -2.372875846238297129e-02 1.460111148495915091e-02 1.200000000000000000e+01
1.248408305558220376e-02 4.565999999999999746e-03 6.230555609503884247e-04 1.715200000000000058e-02 1.057400000000000007e-02 2.894000000000000045e-02 1.153999999999999991e-02 -1.806795704534715219e-02 1.215399999999999987e-02 3.293499999999999987e-03 -1.756359185318051141e-03 -8.794994903432180183e-03 1.568200000000000149e-02 2.627168933184705416e-02 1.250865264817481101e-02 3.370499999999999798e-03 9.006300000000000069e-03 1.785330081278504316e-02 2.133451103531462320e-02 1.512690726026175679e-02 1.200000000000000000e+01
